symbol,date,high,low,open,close,volume,adjclose
COKE,2018-01-25,206.86000061035156,202.72000122070312,205.88999938964844,204.42999267578125,56300.0,204.42999267578125
COKE,2018-01-24,208.0,204.0,207.0800018310547,205.50999450683594,61500.0,205.25999450683594
COKE,2018-01-23,207.0800018310547,205.1199951171875,206.60000610351562,206.36000061035156,43400.0,206.1089630126953
COKE,2018-01-22,209.74000549316406,204.00999450683594,207.50999450683594,205.99000549316406,53600.0,205.7394256591797
COKE,2018-01-19,208.0,203.1199951171875,203.1199951171875,207.27000427246094,59000.0,207.0178680419922
COKE,2018-01-18,206.0,202.0,204.10000610351562,202.9600067138672,53700.0,202.71310424804688
COKE,2018-01-17,205.49000549316406,200.94000244140625,202.14999389648438,204.25,44900.0,204.0015411376953
COKE,2018-01-16,203.75,200.00999450683594,202.05999755859375,201.69000244140625,55500.0,201.4446563720703
COKE,2018-01-12,205.69000244140625,200.00999450683594,204.02000427246094,200.50999450683594,51800.0,200.26608276367188
COKE,2018-01-11,207.39999389648438,202.99000549316406,206.5800018310547,203.9600067138672,63000.0,203.71189880371094
COKE,2018-01-10,206.8699951171875,201.8300018310547,205.0800018310547,205.17999267578125,45000.0,204.93040466308594
COKE,2018-01-09,213.49000549316406,205.14999389648438,209.0,205.5,65400.0,205.25001525878906
COKE,2018-01-08,209.47000122070312,200.75,202.0,208.9499969482422,59900.0,208.69581604003906
COKE,2018-01-05,206.11000061035156,200.50999450683594,206.0,202.0,53900.0,201.7542724609375
COKE,2018-01-04,211.5,205.00999450683594,209.0,205.50999450683594,56100.0,205.25999450683594
COKE,2018-01-03,211.89999389648438,208.0,211.0,209.0,42100.0,208.74575805664062
COKE,2018-01-02,216.1199951171875,210.2100067138672,214.0,211.27999877929688,64200.0,211.02297973632812
COKE,2017-12-29,218.89999389648438,215.0,218.16000366210938,215.25999450683594,38200.0,214.99813842773438
COKE,2017-12-28,220.39999389648438,216.82000732421875,219.55999755859375,216.8300018310547,40800.0,216.5662384033203
COKE,2017-12-27,220.1300048828125,216.80999755859375,218.08999633789062,219.52000427246094,76300.0,219.25296020507812
COKE,2017-12-26,222.97000122070312,217.63999938964844,222.0,218.66000366210938,68300.0,218.39401245117188
COKE,2017-12-22,227.4499969482422,221.57000732421875,225.3000030517578,221.97000122070312,30900.0,221.69998168945312
COKE,2017-12-21,229.42999267578125,222.07000732421875,223.0500030517578,224.05999755859375,79800.0,223.7874298095703
COKE,2017-12-20,223.9499969482422,220.91000366210938,221.07000732421875,222.57000732421875,30800.0,222.29925537109375
COKE,2017-12-19,225.5,221.27000427246094,224.85000610351562,222.33999633789062,51500.0,222.06951904296875
COKE,2017-12-18,230.0,223.25,227.91000366210938,224.61000061035156,41000.0,224.33676147460938
COKE,2017-12-15,226.47999572753906,216.0800018310547,217.30999755859375,226.38999938964844,169300.0,226.11460876464844
COKE,2017-12-14,220.0,216.0,219.6999969482422,216.8000030517578,62500.0,216.53627014160156
COKE,2017-12-13,226.3000030517578,218.17999267578125,223.1999969482422,218.5399932861328,66400.0,218.27413940429688
COKE,2017-12-12,229.47000122070312,222.00999450683594,227.41000366210938,223.22999572753906,71500.0,222.9584503173828
COKE,2017-12-11,229.0,222.10000610351562,225.00999450683594,227.52000427246094,73600.0,227.2432403564453
COKE,2017-12-08,226.91000366210938,220.2899932861328,226.91000366210938,224.97000122070312,67800.0,224.6963348388672
COKE,2017-12-07,225.25,213.35000610351562,218.97000122070312,225.1999969482422,70100.0,224.92604064941406
COKE,2017-12-06,220.0,211.33999633789062,211.33999633789062,218.8800048828125,35700.0,218.61373901367188
COKE,2017-12-05,213.49000549316406,210.3800048828125,212.30999755859375,211.60000610351562,37100.0,211.3426055908203
COKE,2017-12-04,219.5,212.10000610351562,218.3000030517578,212.69000244140625,52600.0,212.4312744140625
COKE,2017-12-01,218.58999633789062,212.39999389648438,215.02000427246094,216.92999267578125,50400.0,216.66610717773438
COKE,2017-11-30,216.1199951171875,211.5,212.16000366210938,215.7100067138672,59700.0,215.44760131835938
COKE,2017-11-29,212.63999938964844,207.5,209.1300048828125,211.44000244140625,67800.0,211.1827850341797
COKE,2017-11-28,209.5399932861328,203.85000610351562,205.14999389648438,207.0500030517578,78700.0,206.79812622070312
COKE,2017-11-27,206.25,203.13999938964844,203.85000610351562,205.50999450683594,47200.0,205.25999450683594
COKE,2017-11-24,206.5800018310547,202.5,204.0800018310547,204.5500030517578,17800.0,204.30117797851562
COKE,2017-11-22,207.47999572753906,203.99000549316406,206.63999938964844,204.5500030517578,40400.0,204.30117797851562
COKE,2017-11-21,207.4199981689453,203.13999938964844,204.25999450683594,207.4199981689453,47000.0,207.1676788330078
COKE,2017-11-20,204.5,200.0,202.86000061035156,204.25999450683594,63200.0,204.0115203857422
COKE,2017-11-17,205.5,202.22999572753906,202.8300018310547,202.74000549316406,37000.0,202.49337768554688
COKE,2017-11-16,205.58999633789062,200.11000061035156,200.11000061035156,204.4199981689453,59400.0,204.17132568359375
COKE,2017-11-15,203.86000061035156,198.91000366210938,201.83999633789062,199.8800048828125,59600.0,199.63685607910156
COKE,2017-11-14,207.1999969482422,202.25,202.25,204.14999389648438,78700.0,203.9016571044922
COKE,2017-11-13,204.7899932861328,195.8699951171875,195.8699951171875,202.1199951171875,57300.0,201.87411499023438
COKE,2017-11-10,200.60000610351562,194.33999633789062,197.47999572753906,195.8699951171875,61000.0,195.63172912597656
COKE,2017-11-09,204.6999969482422,198.0,204.55999755859375,198.00999450683594,80100.0,197.7691192626953
COKE,2017-11-08,220.3000030517578,182.25999450683594,220.3000030517578,206.25999450683594,360600.0,206.0090789794922
COKE,2017-11-07,225.25,221.36000061035156,224.1199951171875,223.92999267578125,38900.0,223.6575927734375
COKE,2017-11-06,225.25,223.0,223.55999755859375,224.25999450683594,31100.0,223.9871826171875
COKE,2017-11-03,225.8000030517578,222.3300018310547,225.1999969482422,224.19000244140625,21500.0,223.9172821044922
COKE,2017-11-02,225.89999389648438,223.36000061035156,225.1300048828125,224.4199981689453,19800.0,224.14700317382812
COKE,2017-11-01,228.11000061035156,224.05999755859375,226.25,224.6999969482422,34500.0,224.42665100097656
COKE,2017-10-31,227.69000244140625,221.57000732421875,222.32000732421875,225.55999755859375,31300.0,225.28561401367188
COKE,2017-10-30,223.36000061035156,220.25,222.16000366210938,221.02000427246094,22700.0,220.7511444091797
COKE,2017-10-27,225.33999633789062,221.97000122070312,224.9499969482422,222.57000732421875,28200.0,222.29925537109375
COKE,2017-10-26,225.77999877929688,222.64999389648438,222.9499969482422,223.86000061035156,22800.0,223.58767700195312
COKE,2017-10-25,224.58999633789062,220.89999389648438,223.39999389648438,223.38999938964844,22500.0,222.86856079101562
COKE,2017-10-24,225.9199981689453,221.82000732421875,225.30999755859375,223.8000030517578,29600.0,223.27760314941406
COKE,2017-10-23,226.49000549316406,224.00999450683594,225.41000366210938,224.22000122070312,32300.0,223.69662475585938
COKE,2017-10-20,227.89999389648438,224.1699981689453,227.47000122070312,224.83999633789062,19000.0,224.31515502929688
COKE,2017-10-19,227.3000030517578,223.80999755859375,226.3000030517578,225.74000549316406,26600.0,225.21307373046875
COKE,2017-10-18,227.9600067138672,222.5,226.0,226.27999877929688,20300.0,225.75180053710938
COKE,2017-10-17,227.22999572753906,222.7899932861328,227.0,225.89999389648438,38500.0,225.37269592285156
COKE,2017-10-16,228.02999877929688,224.85000610351562,224.85000610351562,227.10000610351562,30900.0,226.5699005126953
COKE,2017-10-13,227.89999389648438,225.3000030517578,225.99000549316406,225.3000030517578,28300.0,224.7740936279297
COKE,2017-10-12,226.39999389648438,224.66000366210938,226.3699951171875,225.50999450683594,27600.0,224.9835968017578
COKE,2017-10-11,227.3699951171875,223.3699951171875,223.3699951171875,226.3699951171875,40100.0,225.84158325195312
COKE,2017-10-10,223.49000549316406,219.9600067138672,221.47999572753906,223.32000732421875,36100.0,222.79872131347656
COKE,2017-10-09,223.39999389648438,218.91000366210938,219.5,220.60000610351562,40800.0,220.08506774902344
COKE,2017-10-06,221.1300048828125,217.89999389648438,221.1300048828125,218.91000366210938,33700.0,218.39901733398438
COKE,2017-10-05,223.47000122070312,220.1199951171875,221.60000610351562,221.52999877929688,49100.0,221.0128936767578
COKE,2017-10-04,220.91000366210938,217.77000427246094,219.4499969482422,220.4499969482422,20300.0,219.93540954589844
COKE,2017-10-03,219.8000030517578,217.1199951171875,219.00999450683594,219.0,38300.0,218.48880004882812
COKE,2017-10-02,218.9199981689453,215.49000549316406,216.9199981689453,217.9600067138672,30300.0,217.45123291015625
COKE,2017-09-29,218.1300048828125,213.6699981689453,215.69000244140625,215.75,31800.0,215.2463836669922
COKE,2017-09-28,216.27000427246094,210.8699951171875,213.10000610351562,215.00999450683594,46900.0,214.50811767578125
COKE,2017-09-27,213.5399932861328,208.00999450683594,211.11000061035156,213.0500030517578,47100.0,212.5526885986328
COKE,2017-09-26,214.0,208.7899932861328,210.17999267578125,210.25,42300.0,209.75921630859375
COKE,2017-09-25,211.00999450683594,208.57000732421875,208.57000732421875,210.6199951171875,39500.0,210.12835693359375
COKE,2017-09-22,210.8000030517578,208.4199981689453,209.0500030517578,209.3000030517578,29600.0,208.8114471435547
COKE,2017-09-21,209.80999755859375,207.80999755859375,208.9499969482422,208.77000427246094,27900.0,208.28268432617188
COKE,2017-09-20,212.13999938964844,208.0,210.77000427246094,209.5800018310547,31400.0,209.09078979492188
COKE,2017-09-19,214.6300048828125,209.2899932861328,211.17999267578125,211.38999938964844,33300.0,210.8965606689453
COKE,2017-09-18,211.97000122070312,208.41000366210938,208.41000366210938,210.88999938964844,41200.0,210.39772033691406
COKE,2017-09-15,209.9499969482422,206.80999755859375,208.0500030517578,208.88999938964844,74700.0,208.40240478515625
COKE,2017-09-14,210.99000549316406,207.3699951171875,210.99000549316406,208.99000549316406,32800.0,208.50218200683594
COKE,2017-09-13,214.6300048828125,210.24000549316406,212.6199951171875,211.17999267578125,21600.0,210.68704223632812
COKE,2017-09-12,216.5,211.9499969482422,216.4600067138672,212.88999938964844,19300.0,212.39306640625
COKE,2017-09-11,216.67999267578125,212.8300018310547,213.94000244140625,215.05999755859375,29600.0,214.55799865722656
COKE,2017-09-08,212.5,210.27000427246094,210.27000427246094,212.2899932861328,15500.0,211.79446411132812
COKE,2017-09-07,212.91000366210938,210.8300018310547,212.91000366210938,212.47000122070312,23600.0,211.9740447998047
COKE,2017-09-06,213.07000732421875,209.72000122070312,210.5800018310547,212.5,23600.0,212.00396728515625
COKE,2017-09-05,212.99000549316406,209.4499969482422,212.99000549316406,210.75,22200.0,210.258056640625
COKE,2017-09-01,217.08999633789062,208.64999389648438,213.80999755859375,212.9499969482422,27800.0,212.45291137695312
COKE,2017-08-31,217.4499969482422,212.3300018310547,212.3300018310547,213.58999633789062,40300.0,213.0914306640625
COKE,2017-08-30,212.9499969482422,209.8300018310547,209.8300018310547,211.6699981689453,32600.0,211.1759033203125
COKE,2017-08-29,209.99000549316406,205.63999938964844,205.63999938964844,209.5800018310547,34600.0,209.09078979492188
COKE,2017-08-28,206.1999969482422,202.14999389648438,202.14999389648438,205.9600067138672,22800.0,205.47923278808594
COKE,2017-08-25,210.0,202.5,208.97999572753906,202.63999938964844,29000.0,202.1669921875
COKE,2017-08-24,209.49000549316406,206.05999755859375,208.72999572753906,208.19000244140625,34900.0,207.70404052734375
COKE,2017-08-23,210.89999389648438,207.22000122070312,209.3000030517578,208.72999572753906,26600.0,208.24276733398438
COKE,2017-08-22,211.74000549316406,204.6300048828125,205.63999938964844,210.07000732421875,28200.0,209.57965087890625
COKE,2017-08-21,207.77999877929688,204.0,204.8699951171875,205.17999267578125,25900.0,204.70106506347656
COKE,2017-08-18,208.11000061035156,201.5399932861328,206.22000122070312,204.6699981689453,29400.0,204.19224548339844
COKE,2017-08-17,215.77000427246094,206.16000366210938,213.33999633789062,208.22000122070312,36200.0,207.7339630126953
COKE,2017-08-16,213.6199951171875,212.1999969482422,212.1999969482422,213.36000061035156,27900.0,212.86195373535156
COKE,2017-08-15,212.5399932861328,208.5500030517578,211.49000549316406,212.1999969482422,28800.0,211.7046661376953
COKE,2017-08-14,211.72999572753906,209.00999450683594,210.7899932861328,210.5399932861328,35900.0,210.0485382080078
COKE,2017-08-11,212.72000122070312,208.8000030517578,211.0800018310547,208.80999755859375,31800.0,208.3225860595703
COKE,2017-08-10,212.13999938964844,208.00999450683594,208.00999450683594,210.97000122070312,61900.0,210.4775390625
COKE,2017-08-09,241.94000244140625,200.10000610351562,241.94000244140625,206.83999633789062,147700.0,206.357177734375
COKE,2017-08-08,244.8000030517578,240.3000030517578,242.17999267578125,242.4499969482422,28700.0,241.88404846191406
COKE,2017-08-07,242.97000122070312,239.10000610351562,239.10000610351562,242.52000427246094,15700.0,241.9539031982422
COKE,2017-08-04,240.1300048828125,237.0,239.9199981689453,238.8000030517578,13300.0,238.24258422851562
COKE,2017-08-03,241.60000610351562,237.5,241.60000610351562,238.39999389648438,17100.0,237.843505859375
COKE,2017-08-02,240.97000122070312,236.3699951171875,240.0500030517578,238.5,21500.0,237.9432830810547
COKE,2017-08-01,242.3300018310547,239.82000732421875,241.9199981689453,240.0800018310547,21800.0,239.51959228515625
COKE,2017-07-31,244.5399932861328,239.19000244140625,241.57000732421875,240.08999633789062,23700.0,239.52955627441406
COKE,2017-07-28,245.5,239.55999755859375,243.61000061035156,240.5399932861328,21200.0,239.978515625
COKE,2017-07-27,249.5399932861328,242.52999877929688,242.52999877929688,244.0399932861328,36500.0,243.4703369140625
COKE,2017-07-26,242.19000244140625,238.6699981689453,239.38999938964844,241.8699951171875,22300.0,241.30540466308594
COKE,2017-07-25,239.6999969482422,237.0,239.47999572753906,238.08999633789062,15300.0,237.2848358154297
COKE,2017-07-24,241.86000061035156,237.5,241.86000061035156,238.3300018310547,33800.0,237.52401733398438
COKE,2017-07-21,244.6699981689453,239.85000610351562,243.22000122070312,240.86000061035156,29700.0,240.04547119140625
COKE,2017-07-20,242.72999572753906,236.4199981689453,238.02999877929688,241.8000030517578,36300.0,240.98228454589844
COKE,2017-07-19,238.8300018310547,234.14999389648438,234.14999389648438,236.39999389648438,37600.0,235.60055541992188
COKE,2017-07-18,238.9499969482422,234.1199951171875,236.64999389648438,234.14999389648438,41000.0,233.35813903808594
COKE,2017-07-17,239.5,232.52000427246094,235.0,236.82000732421875,51100.0,236.01913452148438
COKE,2017-07-14,236.0,229.47999572753906,229.47999572753906,235.5500030517578,34000.0,234.75341796875
COKE,2017-07-13,232.2100067138672,225.75999450683594,232.2100067138672,229.83999633789062,28900.0,229.06272888183594
COKE,2017-07-12,232.30999755859375,228.5,228.67999267578125,232.30999755859375,32800.0,231.5243682861328
COKE,2017-07-11,229.77000427246094,225.9600067138672,225.9600067138672,227.49000549316406,43800.0,226.72067260742188
COKE,2017-07-10,229.47999572753906,225.22000122070312,228.97000122070312,226.55999755859375,49100.0,225.79380798339844
COKE,2017-07-07,229.6999969482422,225.1199951171875,225.5500030517578,226.9600067138672,23900.0,226.19247436523438
COKE,2017-07-06,226.13999938964844,220.80999755859375,222.77999877929688,224.5399932861328,25100.0,223.7806396484375
COKE,2017-07-05,225.3300018310547,221.4499969482422,224.25999450683594,224.8800048828125,29400.0,224.11952209472656
COKE,2017-07-03,229.9600067138672,223.50999450683594,229.0800018310547,224.25999450683594,12500.0,223.5015869140625
COKE,2017-06-30,234.5399932861328,228.44000244140625,232.00999450683594,228.8699951171875,19200.0,228.09600830078125
COKE,2017-06-29,234.2100067138672,229.8800048828125,233.52000427246094,230.75,18200.0,229.96966552734375
COKE,2017-06-28,234.92999267578125,228.07000732421875,228.07000732421875,233.11000061035156,26000.0,232.32168579101562
COKE,2017-06-27,232.86000061035156,227.3699951171875,232.72999572753906,227.3699951171875,31000.0,226.60107421875
COKE,2017-06-26,237.5800018310547,232.61000061035156,235.7899932861328,233.82000732421875,39500.0,233.02928161621094
COKE,2017-06-23,235.72999572753906,231.63999938964844,233.1300048828125,235.66000366210938,32800.0,234.86305236816406
COKE,2017-06-22,235.08999633789062,233.0399932861328,234.8300018310547,233.0500030517578,19800.0,232.2618865966797
COKE,2017-06-21,236.5,232.61000061035156,234.9499969482422,234.7899932861328,19100.0,233.99598693847656
COKE,2017-06-20,235.75999450683594,232.85000610351562,235.6699981689453,235.3800048828125,31800.0,234.58399963378906
COKE,2017-06-19,237.85000610351562,234.6999969482422,234.6999969482422,235.88999938964844,21600.0,235.09226989746094
COKE,2017-06-16,237.25999450683594,231.27999877929688,237.16000366210938,234.16000366210938,59700.0,233.3681182861328
COKE,2017-06-15,240.4499969482422,231.50999450683594,233.97999572753906,238.8699951171875,37700.0,238.06219482421875
COKE,2017-06-14,236.52000427246094,231.74000549316406,232.0,236.22000122070312,25900.0,235.42115783691406
COKE,2017-06-13,231.69000244140625,227.94000244140625,229.57000732421875,231.69000244140625,39900.0,230.90647888183594
COKE,2017-06-12,229.88999938964844,224.0,226.52000427246094,228.63999938964844,26600.0,227.8667755126953
COKE,2017-06-09,232.3800048828125,225.0,229.11000061035156,227.05999755859375,28400.0,226.29212951660156
COKE,2017-06-08,231.10000610351562,226.02999877929688,230.22000122070312,228.85000610351562,30800.0,228.07608032226562
COKE,2017-06-07,230.4199981689453,225.25,226.66000366210938,230.11000061035156,30100.0,229.33181762695312
COKE,2017-06-06,229.55999755859375,224.02999877929688,225.99000549316406,226.41000366210938,44000.0,225.6443328857422
COKE,2017-06-05,232.94000244140625,225.91000366210938,232.94000244140625,225.91000366210938,53000.0,225.14602661132812
COKE,2017-06-02,235.77999877929688,231.22000122070312,232.77999877929688,231.75,47300.0,230.9662628173828
COKE,2017-06-01,231.4600067138672,225.27999877929688,228.47999572753906,231.2100067138672,57100.0,230.4281005859375
COKE,2017-05-31,228.1999969482422,225.13999938964844,228.1999969482422,227.74000549316406,84100.0,226.96983337402344
COKE,2017-05-30,228.5,223.5500030517578,226.02000427246094,227.41000366210938,67300.0,226.6409454345703
COKE,2017-05-26,228.6999969482422,222.1999969482422,224.39999389648438,225.6699981689453,46400.0,224.90682983398438
COKE,2017-05-25,229.83999633789062,219.5399932861328,226.5500030517578,223.05999755859375,71300.0,222.3056640625
COKE,2017-05-24,227.22999572753906,215.64999389648438,215.85000610351562,225.25,104400.0,224.4882354736328
COKE,2017-05-23,217.6999969482422,213.0,215.80999755859375,215.11000061035156,42800.0,214.38253784179688
COKE,2017-05-22,216.0500030517578,205.4600067138672,205.47000122070312,214.4199981689453,66100.0,213.69488525390625
COKE,2017-05-19,205.5,200.9199981689453,201.88999938964844,204.4199981689453,45500.0,203.7286834716797
COKE,2017-05-18,203.50999450683594,199.63999938964844,200.1699981689453,201.55999755859375,70300.0,200.8783721923828
COKE,2017-05-17,201.63999938964844,197.52999877929688,198.22000122070312,199.82000732421875,68300.0,199.14425659179688
COKE,2017-05-16,202.0,199.13999938964844,199.99000549316406,200.11000061035156,64400.0,199.4332733154297
COKE,2017-05-15,202.4499969482422,199.10000610351562,199.85000610351562,199.3000030517578,53600.0,198.62600708007812
COKE,2017-05-12,204.5399932861328,198.11000061035156,204.5399932861328,199.92999267578125,39800.0,199.2538604736328
COKE,2017-05-11,206.5,202.74000549316406,205.08999633789062,203.6699981689453,51000.0,202.98123168945312
COKE,2017-05-10,209.0,195.9499969482422,202.00999450683594,204.57000732421875,91300.0,203.87818908691406
COKE,2017-05-09,205.67999267578125,202.0500030517578,204.72999572753906,203.14999389648438,45800.0,202.4629669189453
COKE,2017-05-08,206.33999633789062,203.36000061035156,205.74000549316406,205.0,37800.0,204.30673217773438
COKE,2017-05-05,206.3800048828125,203.3300018310547,205.3800048828125,205.74000549316406,31200.0,205.04425048828125
COKE,2017-05-04,205.8800048828125,203.25,204.6999969482422,205.14999389648438,41200.0,204.4562225341797
COKE,2017-05-03,210.77000427246094,203.5,206.6999969482422,204.19000244140625,51600.0,203.4994659423828
COKE,2017-05-02,213.64999389648438,206.89999389648438,210.61000061035156,207.0,60400.0,206.29995727539062
COKE,2017-05-01,214.5399932861328,208.17999267578125,213.36000061035156,209.64999389648438,38600.0,208.9409942626953
COKE,2017-04-28,213.38999938964844,207.49000549316406,210.11000061035156,211.86000061035156,30400.0,211.14352416992188
COKE,2017-04-27,211.2100067138672,208.4600067138672,208.6199951171875,209.9199981689453,37400.0,209.21009826660156
COKE,2017-04-26,210.17999267578125,205.72999572753906,206.11000061035156,208.35000610351562,34000.0,207.64540100097656
COKE,2017-04-25,214.7100067138672,205.75,210.67999267578125,207.2899932861328,77900.0,206.33981323242188
COKE,2017-04-24,210.88999938964844,206.02000427246094,206.02000427246094,209.10000610351562,31400.0,208.14154052734375
COKE,2017-04-21,209.55999755859375,203.4199981689453,209.3000030517578,204.89999389648438,34200.0,203.96078491210938
COKE,2017-04-20,210.25,207.5,208.82000732421875,209.82000732421875,37300.0,208.85826110839844
COKE,2017-04-19,209.33999633789062,207.1699981689453,208.50999450683594,208.22999572753906,18700.0,207.2755126953125
COKE,2017-04-18,209.9199981689453,205.00999450683594,207.39999389648438,207.38999938964844,27800.0,206.43936157226562
COKE,2017-04-17,207.55999755859375,203.0,203.2899932861328,207.4499969482422,19600.0,206.4990997314453
COKE,2017-04-13,204.77999877929688,201.6300048828125,201.77000427246094,202.17999267578125,23800.0,201.2532501220703
COKE,2017-04-12,204.00999450683594,200.91000366210938,203.77000427246094,202.50999450683594,19600.0,201.58172607421875
COKE,2017-04-11,204.58999633789062,202.72999572753906,204.58999633789062,203.91000366210938,23000.0,202.975341796875
COKE,2017-04-10,205.6999969482422,199.4600067138672,199.4600067138672,204.33999633789062,35300.0,203.40335083007812
COKE,2017-04-07,200.36000061035156,198.4199981689453,198.4600067138672,199.2100067138672,51800.0,198.29685974121094
COKE,2017-04-06,199.8000030517578,198.10000610351562,199.8000030517578,198.6699981689453,25100.0,197.7593536376953
COKE,2017-04-05,202.4499969482422,199.64999389648438,202.4499969482422,199.6699981689453,32600.0,198.7547607421875
